NAME,DECLARATION,DESCRIPTION
SetParameters,"RENDERER_API void SetParameters(FRHIBatchedShaderParameters& BatchedParameters, FRHIComputeShader* Shader, class FShaderBindingState* StateCacheShaderBindings = nullptr) const",Use the version of SetParameters that doesn't take an FRHIComputeShader.
SetPassthroughOffset,virtual void SetPassthroughOffset(const uint32 InPassthroughOffset),Use SetPassthroughInput instead
SetProperties,"void SetProperties(const FSolverVec2& InStiffness, const FSolverReal InBucklingRatio, const FSolverVec2& InBucklingStiffness)",Use version with FSolverVec2 InBucklingRatio.
SetProperties,void SetProperties(,Use the SetProperties that includes OuterDrag and OuterLift
SetProperties,"void SetProperties(const FSolverVec2& InStiffness, const FSolverReal InBucklingRatio, const FSolverVec2& InBucklingStiffness, const FSolverVec2& InDampingRatio = FSolverVec2::ZeroVector)",Use SetProperties with Weighted Buckling Ratio
SetRayTracingBindings,FORCEINLINE_DEBUGGABLE void SetRayTracingBindings(,Use FRHIShaderBindingTable instead.
SetRayTracingCallableShader,FORCEINLINE_DEBUGGABLE void SetRayTracingCallableShader(,Use FRHIShaderBindingTable instead.
SetRayTracingCallableShaders,FORCEINLINE_DEBUGGABLE void SetRayTracingCallableShaders(,Use FRHIShaderBindingTable instead.
SetRayTracingHitGroup,FORCEINLINE_DEBUGGABLE void SetRayTracingHitGroup(,Use FRHIShaderBindingTable instead.
SetRayTracingHitGroups,FORCEINLINE_DEBUGGABLE void SetRayTracingHitGroups(,Use FRHIShaderBindingTable instead.
SetRayTracingMissShader,FORCEINLINE_DEBUGGABLE void SetRayTracingMissShader(,Use FRHIShaderBindingTable instead.
SetRayTracingMissShaders,FORCEINLINE_DEBUGGABLE void SetRayTracingMissShaders(,Use FRHIShaderBindingTable instead.
SetRayTracingShaderBindingsForHitGroup,"RENDERER_API FRayTracingLocalShaderBindings* SetRayTracingShaderBindingsForHitGroup(FRayTracingLocalShaderBindingWriter* BindingWriter, uint32 InstanceIndex, uint32 SegmentIndex, uint32 HitGroupIndexInPipeline, uint32 ShaderSlot) const;",Use version with explicit FRHIRayTracingGeometry.
SetRayTracingShaderBindingsForHitGroup,RENDERER_API void SetRayTracingShaderBindingsForHitGroup(,Provide RayTracingGeometry and SBTSegmentIndex instead of InstanceIndex
SetRayTracingShaderBindingsForMissShader,"void SetRayTracingShaderBindingsForMissShader(FRHICommandList& RHICmdList, FRHIRayTracingScene* Scene, FRayTracingPipelineState* Pipeline, uint32 ShaderIndexInPipeline, uint32 ShaderSlot) const;",Use version with explicit FRHIShaderBindingTable.
SetResponseBodyReceiveStreamDelegate,HTTP_API bool SetResponseBodyReceiveStreamDelegate(FHttpRequestStreamDelegate StreamDelegate);,"SetResponseBodyReceiveStreamDelegate has been deprecated, use SetResponseBodyReceiveStreamDelegateV2 instead"
SetSerializeContext,virtual void SetSerializeContext(FUObjectSerializeContext* InLoadContext) {},SetSerializeContext is not supported. Remove calls to it.
SetShaderParametersMixedAS,"inline void SetShaderParametersMixedAS(FRHIBatchedShaderParameters& BatchedParameters, const TShaderRef<TShaderType>& InShader, const typename TShaderType::FParameters& Parameters, TArguments&&... InArguments)",Please use SetBatchedShaderParametersMixed directly.
SetShaderParametersMixedCS,"inline void SetShaderParametersMixedCS(FRHIBatchedShaderParameters& BatchedParameters, const TShaderRef<TShaderType>& InShader, const typename TShaderType::FParameters& Parameters, TArguments&&... InArguments)",Please use SetBatchedShaderParametersMixed directly.
SetShaderParametersMixedGS,"inline void SetShaderParametersMixedGS(FRHIBatchedShaderParameters& BatchedParameters, const TShaderRef<TShaderType>& InShader, const typename TShaderType::FParameters& Parameters, TArguments&&... InArguments)",Please use SetBatchedShaderParametersMixed directly.
SetShaderParametersMixedMS,"inline void SetShaderParametersMixedMS(FRHIBatchedShaderParameters& BatchedParameters, const TShaderRef<TShaderType>& InShader, const typename TShaderType::FParameters& Parameters, TArguments&&... InArguments)",Please use SetBatchedShaderParametersMixed directly.
SetShaderParametersMixedPS,"inline void SetShaderParametersMixedPS(FRHIBatchedShaderParameters& BatchedParameters, const TShaderRef<TShaderType>& InShader, const typename TShaderType::FParameters& Parameters, TArguments&&... InArguments)",Please use SetBatchedShaderParametersMixed directly.
SetShaderParametersMixedVS,"inline void SetShaderParametersMixedVS(FRHIBatchedShaderParameters& BatchedParameters, const TShaderRef<TShaderType>& InShader, const typename TShaderType::FParameters& Parameters, TArguments&&... InArguments)",Please use SetBatchedShaderParametersMixed directly.
SetShaderParametersMixedWS,"inline void SetShaderParametersMixedWS(FRHIBatchedShaderParameters& BatchedParameters, const TShaderRef<TShaderType>& InShader, const typename TShaderType::FParameters& Parameters, TArguments&&... InArguments)",Please use SetBatchedShaderParametersMixed directly.
SetShowRootMotionVisualizations,UNREALED_API void SetShowRootMotionVisualizations(const bool bShow) { VisualizeRootMotionMode = bShow ? EVisualizeRootMotionMode::Trajectory : EVisualizeRootMotionMode::None; },Use VisualizeRootMotionMode functions instead.
SetTrackFilterEnabled,"virtual void SetTrackFilterEnabled(const FText& InTrackFilterName, bool bEnabled) = 0;",SetTrackFilterEnabled() has been deprecated. Use GetFilterInterface()->SetFilterActiveByDisplayName() instead.
SetUnreachable,FORCEINLINE void SetUnreachable(),SetUnreachable() can only be used by the garbage collector.
SetUpdateCustomRenderer,GEOMETRYCOLLECTIONENGINE_API void SetUpdateCustomRenderer(bool bValue) {},SetUpdateCustomRenderer() shouldn't be called
SetupRewindData,ENGINE_API int32 SetupRewindData() { return 0; },"Deprecated, don't setup rewind data from GameThread"
SetViewportSettings,"virtual void SetViewportSettings(const TMap<FViewportClient*, EMovieSceneViewportParams>& ViewportParamsMap) {}",Viewport settings management has moved to FViewportSettingsPlaybackCapability
SetWindowRenderTarget,"virtual void SetWindowRenderTarget(const SWindow& Window, class IViewportRenderTargetProvider* Provider) {}",SetWindowRenderTarget is no longer used.
ShouldClearInvalidTags,bool ShouldClearInvalidTags() const,We should never clear invalid tags as we're not guaranteed the required plugin has loaded
ShouldDirtyTilesRequestedByObject,NAVIGATIONSYSTEM_API virtual bool ShouldDirtyTilesRequestedByObject(,Use ShouldDirtyTilesRequestedByElement with FNavigationElement instead.
ShouldInlineShaderCode,virtual bool ShouldInlineShaderCode() const { return false; },ShouldInlineShaderCode is no longer used when packaging shader maps. If you rely on this for some reason please reach out to the UE rendering team.
ShouldInlineShaderCode,ENGINE_API virtual bool ShouldInlineShaderCode() const override { return false; },ShouldInlineShaderCode is no longer used when packaging shader maps. If you rely on this for some reason please reach out to the UE rendering team.
ShouldProxyUseVertexColorVisualization,extern bool ShouldProxyUseVertexColorVisualization(FName OwnerName);,We no longer use names to enable visualization.
ShouldRegenerateGuids,bool ShouldRegenerateGuids() const,LOAD_RegenerateBulkDataGuids is now obsolete so this method no longer has any purpose.
Simplicials,TManagedArray<TUniquePtr<FCollisionStructureManager::FSimplicial>> Simplicials;,Simplicials array is optional and should be queried using the FindAttribute method
SizeZ,int32 SizeZ;,Use NumSlicesWithDepth or GetRHIStyleSizeZ instead
SlotGroupInertializationRequestMap,"TMap<FName, UE::Anim::FSlotInertializationRequest> SlotGroupInertializationRequestMap;",This property is deprecated. Please use SlotGroupInertializationRequestDataMap instead
SlotGroupInertializationRequestMap,"TMap<FName, UE::Anim::FSlotInertializationRequest> SlotGroupInertializationRequestMap;",This property is deprecated. Please use SlotGroupInertializationRequestDataMap instead
so,"// True if the cache key for this job should be based on preprocessed source. If so,",bCachePreprocessed member no longer used; preprocessed job cache is now the only path for in-memory caching of shader jobs
SourceControlProjectDirDelegate,FSourceControlProjectDirDelegate SourceControlProjectDirDelegate;,Use CustomProjectsDelegate instead.
SourceObject,TWeakObjectPtr<UObject> SourceObject;,Use SourceElement instead.
SplitTime,"inline void SplitTime(const double Time, UE::Insights::FTimeSplit& OutTimeSplit) { UE::Insights::SplitTime(Time, OutTimeSplit); }",TimeUtils namespace was merged into UE::Insights namespace
StopSourcesUsingBuffer,ENGINE_API void StopSourcesUsingBuffer(FSoundBuffer * SoundBuffer);,"No longer needed for resource managment, existing calls may be deleted"
StopSourcesUsingBuffer,ENGINE_API void StopSourcesUsingBuffer(FSoundBuffer* Buffer);,This is no longer used.  Existing calls may be deleted
StoreStreamingContentToExternalStreamingObject,URuntimeHashExternalStreamingObjectBase* StoreStreamingContentToExternalStreamingObject(FName InStreamingObjectName) { return StoreStreamingContentToExternalStreamingObject(); },"StoreStreamingContentToExternalStreamingObject(FName) is deprecated, use StoreStreamingContentToExternalStreamingObject() instead"
StripQualtiyLevelForCooking,void StripQualtiyLevelForCooking(const TCHAR* InPlatformName = nullptr),Use StripQualityLevelForCooking
StrLen,"static ENGINE_API void StrLen(const UFont* InFont, FAnsiStringView InText, float& XL, float& YL, bool bDPIAware, FCanvas* InCanvas);",Passing an ANSI string to StrLen has been deprecated outside of UTF-8 mode. Please use the overload that takes a TCHAR string.
StrLen,"static ENGINE_API void StrLen(const UFont* InFont, FAnsiStringView InText, double& XL, double& YL, bool bDPIAware, FCanvas* InCanvas);",Passing an ANSI string to StrLen has been deprecated outside of UTF-8 mode. Please use the overload that takes a TCHAR string.
StrLen,"ENGINE_API void StrLen(const UFont* InFont, FAnsiStringView InText, float& XL, float& YL, bool bDPIAware = false);",Passing an ANSI string to StrLen has been deprecated outside of UTF-8 mode. Please use the overload that takes a TCHAR string.
StrLen,"ENGINE_API void StrLen(const UFont* InFont, FAnsiStringView InText, double& XL, double& YL, bool bDPIAware = false);",Passing an ANSI string to StrLen has been deprecated outside of UTF-8 mode. Please use the overload that takes a TCHAR string.
SubscribeToPostProcessingPass,"virtual void SubscribeToPostProcessingPass(EPostProcessingPass Pass, FAfterPassCallbackDelegateArray& InOutPassCallbacks, bool bIsPassEnabled) {}",SubscribeToPostProcessingPass now takes a SceneView
TestEqualInsensitive,"bool TestEqualInsensitive(const TCHAR* What, const TCHAR* Actual, const TCHAR* Expected)",Use TestEqual instead (string tests are case insensitive by default)
TestEqualInsensitive,"CORE_API bool TestEqualInsensitive(const TCHAR* What, const TCHAR* Actual, const TCHAR* Expected);",Use TestEqual instead (string tests are case insensitive by default)
TestEqualInsensitive,"CORE_API bool TestEqualInsensitive(const TCHAR* What, FStringView Actual, FStringView Expected);",Use TestEqual instead (string tests are case insensitive by default)
TestEqualInsensitive,"CORE_API bool TestEqualInsensitive(const TCHAR* What, FUtf8StringView Actual, FUtf8StringView Expected);",Use TestEqual instead (string tests are case insensitive by default)
TestNotEqualInsensitive,"CORE_API bool TestNotEqualInsensitive(const TCHAR* What, const TCHAR* Actual, const TCHAR* Expected);",Use TestNotEqual instead (string tests are case insensitive by default)
TestNotEqualInsensitive,"CORE_API bool TestNotEqualInsensitive(const TCHAR* What, FStringView Actual, FStringView Expected);",Use TestNotEqual instead (string tests are case insensitive by default)
TestNotEqualInsensitive,"CORE_API bool TestNotEqualInsensitive(const TCHAR* What, FUtf8StringView Actual, FUtf8StringView Expected);",Use TestNotEqual instead (string tests are case insensitive by default)
TextSize,"ENGINE_API void TextSize( const UFont* InFont, FAnsiStringView InText, float& XL, float& YL, float ScaleX=1.f, float ScaleY=1.f);",Passing an ANSI string to TextSize has been deprecated outside of UTF-8 mode. Please use the overload that takes a TCHAR string.
TextSize,"ENGINE_API void TextSize( const UFont* InFont, FAnsiStringView InText, double& XL, double& YL, double ScaleX=1.f, double ScaleY=1.f);",Passing an ANSI string to TextSize has been deprecated outside of UTF-8 mode. Please use the overload that takes a TCHAR string.
ThisThreadAtomicallyClearedFlag_ForGC,FORCEINLINE bool ThisThreadAtomicallyClearedFlag_ForGC(EInternalObjectFlags FlagToClear),ThisThreadAtomicallyClearedFlag_ForGC() can only be used by the garbage collector. Use ThisThreadAtomicallyClearedFlag instead.
ThisThreadAtomicallyClearedRFUnreachable,FORCEINLINE bool ThisThreadAtomicallyClearedRFUnreachable(),ThisThreadAtomicallyClearedRFUnreachable() can only be used by the garbage collector.
ThisThreadAtomicallyClearedRFUnreachable,bool ThisThreadAtomicallyClearedRFUnreachable();,ThisThreadAtomicallyClearedRFUnreachable() should no longer be used. Reachability flags can only be modified by the garbage collector.
ThisThreadAtomicallySetFlag_ForGC,FORCEINLINE bool ThisThreadAtomicallySetFlag_ForGC(EInternalObjectFlags FlagToSet),ThisThreadAtomicallySetFlag_ForGC() can only be used by the garbage collector. Use ThisThreadAtomicallySetFlag instead.
TilesInMinDistance,TArray<FNavMeshDirtyTileElement> TilesInMinDistance;,"TilesInMinDistance not used anymore, use TilesInMinDistanceMap instead."
TimingViewExtenderFeatureName,extern TRACEINSIGHTS_API const FName TimingViewExtenderFeatureName;,TimingViewExtenderFeatureName was moved inside UE::Insights::Timing namespace
TimingViewExtenderFeatureName,extern TRACEINSIGHTS_API const FName TimingViewExtenderFeatureName;,TimingViewExtenderFeatureName was moved inside UE::Insights::Timing namespace
TMovieSceneChannelData,"TMovieSceneChannelData(TArray<FFrameNumber>* InTimes, TArray<ValueType>* InValues, FKeyHandleLookupTable* InKeyHandles, FMovieSceneChannel* InChannel = nullptr)",Constructor that takes an optional FMovieSceneChannel is now deprecated. FMovieSceneChannel is now required.
ToSubSectionParameters,MOVIESCENE_API FMovieSceneSectionParameters ToSubSectionParameters() const;,This function is no longer supported
TracePackageStat,"CORE_API void TracePackageStat(uint64 InId, uint64 Duration, EPackageEventStatType StatType);","TracePackageStat is deprecated, please use TracePackageStatBeginScope and TracePackageStatEndScope instead."
TracePackageStat,"CORE_API void TracePackageStat(uint64 InId, uint64 Duration, EPackageEventStatType StatType);","TracePackageStat is deprecated, please use TracePackageStatBeginScope and TracePackageStatEndScope instead."
TrackResource,"ENGINE_API void TrackResource(USoundWave* SoundWave, FSoundBuffer* Buffer);",This is no longer used.  Existing calls may be deleted
transform,/** Get the target transform (asserts if not in Position mode) */,This method is Deprecated and it will be removed in a future release. Use GetTransform instead
TransformFrame,"void TransformFrame(FFrameNumber InFrame, FFrameNumber& OutFrame, uint32& OutWarpIndex) const;",Please update your code to the new FMovieSceneSequenceTransform API. The closest analogue is FMovieSceneTimeWarpLoop.
TransformRangeConstrained,MOVIESCENE_API TRange<FFrameTime> TransformRangeConstrained(const TRange<FFrameTime>& Range) const;,Please use ComputeTraversedHull or TransformTime
TransformRangeConstrained,MOVIESCENE_API TRange<FFrameNumber> TransformRangeConstrained(const TRange<FFrameNumber>& Range) const;,Please use ComputeTraversedHull or TransformTime
TransformRangeConstrained,TRange<FFrameTime> TransformRangeConstrained(const TRange<FFrameTime>& Range) const;,Please update your code to the new FMovieSceneSequenceTransform API. The closest analogue is FMovieSceneTimeWarpLoop.
TransformRangePure,MOVIESCENE_API TRange<FFrameTime> TransformRangePure(const TRange<FFrameTime>& Range) const;,Please use ComputeTraversedHull or TransformTime
TransformRangePure,MOVIESCENE_API TRange<FFrameNumber> TransformRangePure(const TRange<FFrameNumber>& Range) const;,Please use ComputeTraversedHull or TransformTime
TransformRangePure,TRange<FFrameTime> TransformRangePure(const TRange<FFrameTime>& Range) const;,Please update your code to the new FMovieSceneSequenceTransform API. The closest analogue is FMovieSceneTimeWarpLoop.
TransformRangeUnwarped,MOVIESCENE_API TRange<FFrameTime> TransformRangeUnwarped(const TRange<FFrameTime>& Range) const;,Please use ComputeTraversedHull or TransformTime
TransformRangeUnwarped,MOVIESCENE_API TRange<FFrameNumber> TransformRangeUnwarped(const TRange<FFrameNumber>& Range) const;,Please use ComputeTraversedHull or TransformTime
TransformRangeUnwarped,TRange<FFrameTime> TransformRangeUnwarped(const TRange<FFrameTime>& Range) const;,Please update your code to the new FMovieSceneSequenceTransform API. The closest analogue is FMovieSceneTimeWarpLoop.
TransformTime,"MOVIESCENE_API void TransformTime(FFrameTime InTime, FFrameTime& OutTime, FMovieSceneWarpCounter& OutWarpCounter) const;",Please upgrade your code to use TransformTime that takes breadcrumbs
TransformTime,"void TransformTime(FFrameTime InTime, FFrameTime& OutTime, uint32& OutWarpIndex) const;",Please update your code to the new FMovieSceneSequenceTransform API. The closest analogue is FMovieSceneTimeWarpLoop.
TransformTimeSpecific,"void TransformTimeSpecific(FFrameTime InTime, uint32 WarpCount, FFrameTime& OutTime) const;",Please update your code to the new FMovieSceneSequenceTransform API. The closest analogue is FMovieSceneTimeWarpLoop.
Trigger,"virtual void Trigger(IMovieScenePlayer* Player, const UE::MovieScene::FEvaluationHookParams& Params) const {}",Please implement the version that takes a SharedPlaybackState
UDatasmithClothAssetFactory,UDatasmithClothAssetFactory() = default;,The experimental Cloth importer is no longer supported.
UDatasmithClothComponentFactory,UDatasmithClothComponentFactory() = default;,The experimental Cloth importer is no longer supported.
UFUNCTION,"UFUNCTION(BlueprintCallable, Category=""Tool Menus"", meta=(DeprecatedFunction, DeprecationMessage = ""GetSelectedObjects has been deprecated.  We no longer automatically load assets on right click.  If you can work without loading the assets, please use SelectedAssets.  Otherwise call LoadSelectedObjects""))",GetSelectedObjects has been deprecated.  We no longer automatically load assets on right click.  Please use SelectedAssets and determine whatever you need for your context menu options without actually loading the assets.  When you finally need all or a subset of the selected assets use LoadSelectedAssets or LoadSelectedAssetsIf
UFUNCTION,"UFUNCTION(BlueprintCallable, Category=""Components|SkinnedMesh"", meta = (DeprecatedFunction, DeprecationMessage = ""Use USkinnedMeshComponent::OverrideMinLOD() instead.""))",Use USkinnedMeshComponent::OverrideMinLOD() instead.
UFUNCTION,"UFUNCTION(BlueprintCallable, Category = ""Cluster Union"", meta = (DeprecatedFunction, DeprecationMessage = ""SetIsAnchored is deprecated, Use SetSimulatePhysics instead""))","SetIsAnchored is deprecated, Use SetSimulatePhysics instead"
UFUNCTION,"UFUNCTION(BlueprintCallable, Category = ""ChaosPhysics"", meta = (DeprecatedFunction, DeprecationMessage = ""Use SetCustomInstanceDataByIndex() instead""))",Use SetCustomInstanceDataByIndex() instead
UFUNCTION,"UFUNCTION(BlueprintCallable, Category = ""Physics"", meta = (DeprecatedFunction, DeprecationMessage = ""Please use ForceBrokenForCustomRenderer() instead""))",Please use ForceBrokenForCustomRenderer() instead
Uncompress,"virtual bool Uncompress(void* UncompressedBuffer, int32& UncompressedSize, const void* CompressedBuffer, int32 CompressedSize, int32 CompressionData) {return false;};",Switch to 64 bit version for memory sizes
UnderflowClamp,static FORCEINLINE float UnderflowClamp(const float InValue),Audio code relies on denormals flush to zero floating point mode from now on. Please use FScopedFTZFloatMode instead of this API
UnloadBoundObject,"MOVIESCENE_API void UnloadBoundObject(const UE::UniversalObjectLocator::FResolveParams& ResolveParams, const FGuid& ObjectId, int32 BindingIndex) {}",UnloadBoundObject no longer supported
UnloadBoundObject,"MOVIESCENE_API void UnloadBoundObject(const UE::UniversalObjectLocator::FResolveParams& ResolveParams, const FGuid& ObjectId, int32 BindingIndex) {}",UnloadBoundObject no longer supported
UnregisterInputConnection,"void UnregisterInputConnection(const void* Reference, const FName& PropertyName)",PropertyName is no longer needed to unregister connections
UnregisterNavOctreeElement,"NAVIGATIONSYSTEM_API bool UnregisterNavOctreeElement(UObject& ElementOwner, INavRelevantInterface& ElementInterface, int32 UpdateFlags);",Use the overloaded version with FNavigationElement instead.
UnregisterNavOctreeElement,"NAVIGATIONSYSTEM_API void UnregisterNavOctreeElement(UObject* ElementOwner, INavRelevantInterface* ElementInterface, int32 UpdateFlags);",Use the version taking FNavigationElement as parameter instead.
UnregisterSourceControlProjectDirDelegate,virtual void UnregisterSourceControlProjectDirDelegate() override;,Use UnregisterCustomProjectsDelegate instead.
UnregisterSourceControlProjectDirDelegate,virtual void UnregisterSourceControlProjectDirDelegate() = 0;,Use UnregisterCustomProjectsDelegate instead.
UnwarpedPlayRange,FMovieSceneFrameRange UnwarpedPlayRange;,This field is no longer used
Update,"virtual void Update(IMovieScenePlayer* Player, const UE::MovieScene::FEvaluationHookParams& Params) const {}",Please implement the version that takes a SharedPlaybackState
UpdateActorAndComponentsInNavOctree,NAVIGATIONSYSTEM_API void UpdateActorAndComponentsInNavOctree(AActor& Actor);,This method will be removed. Use UNavigationSystemV1 version instead.
UpdateAssetViewerProfileList,void UpdateAssetViewerProfileList(),Unused
UpdateAssetViewerProfileSelection,void UpdateAssetViewerProfileSelection(),Unused
UpdateEntities,"MOVIESCENE_API void UpdateEntities(UMovieSceneEntitySystemLinker* Linker, const FEntityImportSequenceParams& ImportParams, const FMovieSceneEntityComponentField* EntityField, const FMovieSceneEvaluationFieldEntitySet& NewEntities);",Please call the version that takes OutPerTickConditionalEntities and ConditionResultCache
UpdateNavOctreeElement,"NAVIGATIONSYSTEM_API void UpdateNavOctreeElement(UObject& ElementOwner, INavRelevantInterface& ElementInterface, int32 UpdateFlags);",Use the overloaded version with FNavigationElement instead.
UpdateNavOctreeElement,"void UpdateNavOctreeElement(UObject* ElementOwner, INavRelevantInterface* ElementInterface, int32 UpdateFlags);",Use the version taking FNavigationElement instead.
UpdateNavOctreeElementBounds,"NAVIGATIONSYSTEM_API bool UpdateNavOctreeElementBounds(UObject& Object, const FBox& NewBounds, const TConstArrayView<FBox> DirtyAreas);",Use the overloaded version with FNavigationElement instead.
UpdateNavOctreeElementBounds,"NAVIGATIONSYSTEM_API bool UpdateNavOctreeElementBounds(UObject& Object, const FBox& NewBounds, TConstArrayView<FBox> DirtyAreas);",Use the version taking FNavigationElement instead.
UpdateNavOctreeParentChain,"NAVIGATIONSYSTEM_API void UpdateNavOctreeParentChain(UObject& ElementOwner, bool bSkipElementOwnerUpdate = false);",This method is no longer public and should not be called directly.
UpdateNavOctreeParentChain,"NAVIGATIONSYSTEM_API void UpdateNavOctreeParentChain(UObject* ElementOwner, bool bSkipElementOwnerUpdate = false);",This method will no longer be public and should not be called directly.
UpdateOneShotEntities,"MOVIESCENE_API void UpdateOneShotEntities(UMovieSceneEntitySystemLinker* Linker, const FEntityImportSequenceParams& ImportParams, const FMovieSceneEntityComponentField* EntityField, const FMovieSceneEvaluationFieldEntitySet& NewEntities);",Please call the version that takes ConditionResultCache
UpdateStreamingState,ENGINE_API virtual void UpdateStreamingState();,Implement IStreamingWorldSubsystemInterface instead.
UpdateSubsurfaceProfileTexture,"ENGINE_API void UpdateSubsurfaceProfileTexture(class FRDGBuilder& GraphBuilder, EShaderPlatform ShaderPlatform);","Please, use the name space SubsurfaceProfile::"
UsesAdditionalRHIParams,virtual bool UsesAdditionalRHIParams() const { return false; },Use ICustomSlateElement::Draw instead.
UsesCustomProjectDir,virtual bool UsesCustomProjectDir() const override;,Use !GetCustomProjects().IsEmpty() instead.
UsesCustomProjectDir,virtual bool UsesCustomProjectDir() const = 0;,Use !GetCustomProjects().IsEmpty() instead.
UsesThreadedHttp,static HTTP_API bool UsesThreadedHttp();,UsesThreadedHttp is deprecated and will be removed
ValidateAndAppendGeometry,"NAVIGATIONSYSTEM_API void ValidateAndAppendGeometry(const TSharedRef<FNavigationRelevantData, ESPMode::ThreadSafe>& ElementData, const FCompositeNavModifier& InModifier);",Use the version taking a const reference on FNavigationRelevantData.
ValidateResult,bool ValidateResult(TArrayView<const FIndex2i> Edges) const,No longer used by the implementation and may be removed
ValueForDebugging,inline uint64 ValueForDebugging() const,Use LexToString()
VerifyEDLCookInfo,"COREUOBJECT_API void VerifyEDLCookInfo(const FEDLMessageCallback& MessageCallback, bool bFullReferencesExpected = true);",Use version that takes FEDLLogRecordCallback
WaitForRHIThreadTasks,inline void WaitForRHIThreadTasks(),FRHICommandListExecutor::WaitForRHIThreadTasks() is deprecated. Call FRHICommandListImmediate::ImmediateFlush(EImmediateFlushType::FlushRHIThread) instead.
WarpCounts,TArray<uint32> WarpCounts;,Warp counts are no longer supported.
Warping,FMovieSceneTimeWarping Warping;,Warping is now implemented as a variant within TimeScale
WaveBufferMap,"TMap<int32, FSoundBuffer*>	WaveBufferMap;",This is no longer used and should not be accessed directly.
WhichSide,"int WhichSide(const TVector2<T>& QueryPoint, T Tolerance = 0)",Use GetSide instead.
WhichSide,"static int WhichSide(const TVector2<T>& StartPt, const TVector2<T>& EndPt, const TVector2<T>& QueryPt, T Tolerance = (T)0)",Use GetSide instead.
WindowRenderTargetUpdate,"void WindowRenderTargetUpdate(FSlateRenderer* Renderer, SWindow* Window) {}",WindowRenderTargetUpdate is no longer used
Wrap,"[[nodiscard]] static constexpr FORCEINLINE T Wrap(const T X, const T Min, const T Max)",Use of FMath::Wrap with non-floating point arguments is deprecated - consider FMath::WrapExclusive instead.
WriteHLODStatsCSV,"static ENGINE_API bool WriteHLODStatsCSV(UWorld* InWorld, const FString& InFilename) { return false; }",Use UWorldPartitionHLODEditorSubsystem::WriteHLODStatsCSV()
bActiveToolMadeSelectionStoreRequest,bool bActiveToolMadeSelectionStoreRequest = false;,bActiveToolMadeSelectionStoreRequest is no longer used.
bDisableDisregardForGC,bool bDisableDisregardForGC = false;,Use gc.MaxObjectsNotConsideredByGC=0 ini setting instead
HDRNeedsVendorExtensions,bool HDRNeedsVendorExtensions = false;,GRHIGlobals.HDRNeedsVendorExtensions has been deprecated - Vendor extensions are not used anymore
Enabled,bool Enabled = true;,GRHIGlobals.VariableRateShading.Enabled has been deprecated - please use GRHIGlobals.VariableRateShading.SupportsPipeline or GVRSImageManager.IsPipelineVRSEnabled() instead.
AttachmentEnabled,bool AttachmentEnabled = true;,GRHIGlobals.VariableRateShading.AttachmentEnabled has been deprecated - please use GRHIGlobals.VariableRateShading.SupportsAttachment or GVRSImageManager.IsAttachmentVRSEnabled() instead.
bAllowHitGroupIndexing,bool bAllowHitGroupIndexing = true;,Set bAllowHitGroupIndexing in FRayTracingShaderBindingTableInitializer.
bAllowHitGroupIndexing,bool bAllowHitGroupIndexing = true;,bAllowHitGroupIndexing is now stored in the ShaderBindingTable.
